experiment_id,experiment_title,policy_name,policy_family,simulator_name,balls,bins,trials,weighted_balls,max_weight,workload_seed,allocation_seed,k,heap_size,average_load_mean,average_load_stddev,max_load_mean,max_load_stddev,cv_load_mean,cv_load_stddev,cost_per_ball_mean,cost_per_ball_stddev,total_cost_mean,total_cost_stddev,random_draw_cost_per_ball,load_read_cost_per_ball,compare_cost_per_ball,state_read_cost_per_ball,state_update_cost_per_ball,state_memory_cost_per_ball,heap_update_cost_per_ball,stateless_cost_per_ball,stateful_cost_per_ball,reference_type,reference_max_load,reference_cv_load,reference_note
03_stateful_vs_stateless_unweighted,Stateful vs stateless under equal weights,Round-robin,round_robin,StatefulRoundRobinSimulator,10000,16,30,false,1,42,1337,0,0,625,0,625,0,0,0,2.0001,1.35504308498e-15,20001,0,0,0,0,1,1,0.0001,0,0,2.0001,unweighted_optimal,625,0,Optimal unweighted allocation
03_stateful_vs_stateless_unweighted,Stateful vs stateless under equal weights,Absolute minimum,stateless,PowerKSimulator,10000,16,30,false,1,42,1337,16,0,625,0,625,0,0,0,111,0,1110000,0,16,80,15,0,0,0,0,111,0,unweighted_optimal,625,0,Optimal unweighted allocation
03_stateful_vs_stateless_unweighted,Stateful vs stateless under equal weights,Random,stateless,PowerKSimulator,10000,32,30,false,1,42,1337,1,0,312.5,0,349.133333333,11.4612791407,0.0535913412097,0.00855264512495,1,0,10000,0,1,0,0,0,0,0,0,1,0,unweighted_optimal,313,0.0016,Optimal unweighted allocation
03_stateful_vs_stateless_unweighted,Stateful vs stateless under equal weights,Power-2,stateless,PowerKSimulator,10000,32,30,false,1,42,1337,2,0,312.5,0,314.033333333,0.319841914975,0.00295886085952,0.000640965662115,13,0,130000,0,2,10,1,0,0,0,0,13,0,unweighted_optimal,313,0.0016,Optimal unweighted allocation
03_stateful_vs_stateless_unweighted,Stateful vs stateless under equal weights,Power-3,stateless,PowerKSimulator,10000,32,30,false,1,42,1337,3,0,312.5,0,313.566666667,0.504006932994,0.00197636265536,0.000293593645711,20,0,200000,0,3,15,2,0,0,0,0,20,0,unweighted_optimal,313,0.0016,Optimal unweighted allocation
03_stateful_vs_stateless_unweighted,Stateful vs stateless under equal weights,Round-robin,round_robin,StatefulRoundRobinSimulator,10000,32,30,false,1,42,1337,0,0,312.5,0,313,0,0.0016,6.61642131338e-19,2.0001,1.35504308498e-15,20001,0,0,0,0,1,1,0.0001,0,0,2.0001,unweighted_optimal,313,0.0016,Optimal unweighted allocation
03_stateful_vs_stateless_unweighted,Stateful vs stateless under equal weights,Absolute minimum,stateless,PowerKSimulator,10000,32,30,false,1,42,1337,32,0,312.5,0,313,0,0.0016,6.61642131338e-19,223,0,2230000,0,32,160,31,0,0,0,0,223,0,unweighted_optimal,313,0.0016,Optimal unweighted allocation
04_weighted_round_robin_break,Weighted balls break round-robin,Random weighted,stateless,PowerKSimulator,10000,16,30,true,10,42,1337,1,0,3440.33854693,15.0882950542,3696.70080828,84.5968831705,0.0410613553913,0.0077116583795,1,0,10000,0,1,0,0,0,0,0,0,1,0,weighted_average_lower_bound,3440.33854693,0,Average-load lower bound only; true weighted optimum requires partition/bin-packing
04_weighted_round_robin_break,Weighted balls break round-robin,Power-2 weighted,stateless,PowerKSimulator,10000,16,30,true,10,42,1337,2,0,3440.33854693,15.0882950542,3448.58973937,15.8249081523,0.00151673474906,0.00039873858291,13,0,130000,0,2,10,1,0,0,0,0,13,0,weighted_average_lower_bound,3440.33854693,0,Average-load lower bound only; true weighted optimum requires partition/bin-packing
04_weighted_round_robin_break,Weighted balls break round-robin,Power-3 weighted,stateless,PowerKSimulator,10000,16,30,true,10,42,1337,3,0,3440.33854693,15.0882950542,3446.7742496,15.4515012799,0.00108624361525,0.000245455355481,20,0,200000,0,3,15,2,0,0,0,0,20,0,weighted_average_lower_bound,3440.33854693,0,Average-load lower bound only; true weighted optimum requires partition/bin-packing
04_weighted_round_robin_break,Weighted balls break round-robin,Round-robin,round_robin,StatefulRoundRobinSimulator,10000,16,30,true,10,42,1337,0,0,3440.33854693,15.0882950542,3558.17903391,35.8129535449,0.0174865479565,0.00304507265834,2.0001,1.35504308498e-15,20001,0,0,0,0,1,1,0.0001,0,0,2.0001,weighted_average_lower_bound,3440.33854693,0,Average-load lower bound only; true weighted optimum requires partition/bin-packing
04_weighted_round_robin_break,Weighted balls break round-robin,Absolute minimum weighted,stateless,PowerKSimulator,10000,16,30,true,10,42,1337,16,0,3440.33854693,15.0882950542,3444.97935351,15.2252616106,0.000682730772142,0.000102896953318,111,0,1110000,0,16,80,15,0,0,0,0,111,0,weighted_average_lower_bound,3440.33854693,0,Average-load lower bound only; true weighted optimum requires partition/bin-packing
